index,price,type,size,municipality,district
33,1300,3,125.0,Penha de França,Lisboa
34,1500,2,111.0,Lumiar,Lisboa
35,690,3,115.0,Alcochete,Setúbal
36,500,1,92.0,Valongo,Porto
37,650,3,98.0,Barreira e Cortes,Leiria
38,750,3,80.0,Mafra,Lisboa
39,700,2,68.0,Sintra,Lisboa
40,990,1,50.0,Santo António,Lisboa
41,1100,2,95.0,Lumiar,Lisboa
42,1200,1,59.0,Cascais,Lisboa
43,1700,2,69.0,Cascais,Lisboa
44,800,2,57.0,Alvalade,Lisboa
45,1200,4,146.0,Odivelas,Lisboa
46,2100,3,125.0,Alcântara,Lisboa
48,380,2,100.0,Covilhã,Castelo Branco
49,320,0,60.0,Covilhã,Castelo Branco
50,3500,4,309.0,Avenidas Novas,Lisboa
51,3450,2,118.25,Misericórdia,Lisboa
52,3500,2,145.0,Santa Maria Maior,Lisboa
53,1950,3,189.0,Belém,Lisboa
54,1500,2,113.3,Campolide,Lisboa
55,2000,2,143.25,Santo António,Lisboa
56,2500,1,145.0,Estrela,Lisboa
57,2100,2,112.86,Misericórdia,Lisboa
58,1600,3,138.0,Amadora,Lisboa
59,2300,2,125.82,Santa Maria Maior,Lisboa
60,1900,1,116.0,Santo António,Lisboa
61,1800,2,122.64,Santo António,Lisboa
62,1600,1,55.9,Avenidas Novas,Lisboa
63,1500,1,80.0,Cascais,Lisboa
64,2500,3,167.5,Alvalade,Lisboa
65,3000,1,55.42,Santa Maria Maior,Lisboa
66,1550,3,120.0,Avenidas Novas,Lisboa
67,1700,3,145.0,Avenidas Novas,Lisboa
68,1700,3,140.0,Avenidas Novas,Lisboa
69,1750,3,145.0,Avenidas Novas,Lisboa
70,2600,1,84.76,Santo António,Lisboa
71,2500,1,84.76,Santo António,Lisboa
72,2400,1,84.76,Santo António,Lisboa
73,1675,2,98.6,Alcântara,Lisboa
74,1575,2,98.7,Alcântara,Lisboa
75,1800,1,74.8,Santo António,Lisboa
76,1800,2,145.8,Avenidas Novas,Lisboa
77,1950,2,100.0,Santo António,Lisboa
78,1675,3,130.0,Avenidas Novas,Lisboa
79,3500,3,185.0,Avenidas Novas,Lisboa
80,1600,1,74.8,Santo António,Lisboa
81,2200,4,192.0,Arroios,Lisboa
82,1850,3,160.0,Avenidas Novas,Lisboa
83,3500,2,155.0,Santo António,Lisboa
84,1650,2,105.0,Misericórdia,Lisboa
85,2200,2,96.8,Belém,Lisboa
86,2750,3,189.7,Santo António,Lisboa
87,1500,2,70.0,Avenidas Novas,Lisboa
88,2000,1,90.0,Santo António,Lisboa
89,3500,2,113.0,Cascais,Lisboa
90,1950,3,120.0,Estrela,Lisboa
91,2600,4,245.0,Avenidas Novas,Lisboa
92,2500,5,248.0,Avenidas Novas,Lisboa
93,3100,3,180.0,Cascais,Lisboa
94,2400,5,197.5,Areeiro,Lisboa
95,2100,3,119.0,Matosinhos,Porto
96,1500,1,63.5,Santo António,Lisboa
97,2200,1,60.0,Cascais,Lisboa
98,2000,1,60.0,Cascais,Lisboa
99,1500,0,35.0,Cascais,Lisboa
100,1650,3,129.0,Avenidas Novas,Lisboa
101,2200,1,126.17,Misericórdia,Lisboa
102,1750,3,140.0,Estrela,Lisboa
103,1850,4,160.0,Avenidas Novas,Lisboa
104,1825,2,125.0,Avenidas Novas,Lisboa
105,2950,3,180.2,Avenidas Novas,Lisboa
106,3000,2,112.0,Cascais,Lisboa
107,2500,4,136.0,Misericórdia,Lisboa
108,1800,1,56.0,Cascais,Lisboa
109,3500,3,165.58,Cascais,Lisboa
110,1500,3,119.0,Ramalde,Porto
111,3500,4,280.0,Avenidas Novas,Lisboa
112,2350,2,128.4,Belém,Lisboa
113,2750,2,142.5,Belém,Lisboa
114,1900,2,120.45,Areeiro,Lisboa
115,2750,3,197.0,Campolide,Lisboa
116,575,1,55.0,Sintra,Lisboa
117,650,1,45.0,Sintra,Lisboa
118,600,1,42.0,Odivelas,Lisboa
119,600,1,35.0,Lordelo do Ouro e Massarelos,Porto
120,820,2,65.0,Olivais,Lisboa
121,1500,4,108.0,Arroios,Lisboa
122,1450,2,112.0,Oeiras,Lisboa
123,1450,2,85.0,Belém,Lisboa
124,990,3,70.0,Santo António,Lisboa
125,2100,6,220.0,São Vicente,Lisboa
127,900,1,70.0,Cascais,Lisboa
128,1600,2,116.0,Benfica,Lisboa
129,750,2,27.0,Arroios,Lisboa
130,5500,3,205.0,Cascais,Lisboa
131,1100,3,95.0,Lumiar,Lisboa
132,1100,1,65.0,Cascais,Lisboa
133,749,1,20.0,Alvalade,Lisboa
134,825,2,65.0,Cascais,Lisboa
135,1700,3,101.63,Cascais,Lisboa
136,1900,2,111.0,Oeiras,Lisboa
137,1700,2,90.0,Cascais,Lisboa
138,1450,2,78.8,Cascais,Lisboa
139,3800,4,276.0,Cascais,Lisboa
140,4500,3,130.0,Cascais,Lisboa
141,2600,3,153.12,Oeiras,Lisboa
142,3900,3,160.0,Cascais,Lisboa
143,1350,2,97.0,Areeiro,Lisboa
144,1000,3,154.0,Glória e Vera Cruz,Aveiro
145,700,1,50.0,Ramalde,Porto
146,1850,4,140.0,Estrela,Lisboa
147,950,2,103.0,Vila Nova de Gaia,Porto
148,750,0,28.0,Cascais,Lisboa
149,1400,3,120.0,Loures,Lisboa
150,850,2,68.0,Arroios,Lisboa
151,900,2,85.0,Cascais,Lisboa
152,1850,3,172.3,Gondomar,Porto
153,950,3,89.0,Amadora,Lisboa
154,750,1,50.0,São Nicolau e Vitória,Porto
156,900,2,57.1,Mafra,Lisboa
157,650,2,90.0,Loures,Lisboa
158,850,1,48.0,Foz do Douro e Nevogilde,Porto
160,1100,1,50.0,Estrela,Lisboa
161,400,1,56.0,Loures,Lisboa
162,750,2,90.0,Glória e Vera Cruz,Aveiro
163,880,2,60.0,Santo António,Lisboa
164,1500,3,105.0,Campolide,Lisboa
165,650,0,45.0,São Nicolau e Vitória,Porto
166,730,2,83.0,Sintra,Lisboa
167,900,3,110.0,Areeiro,Lisboa
168,1000,4,98.0,Vila Nova de Gaia,Porto
169,850,2,110.0,Vila Nova de Gaia,Porto
170,650,1,82.0,Funchal,Ilha da Madeira
171,575,1,48.0,Glória e Vera Cruz,Aveiro
172,890,2,80.0,São Vicente,Lisboa
173,850,2,70.0,Odivelas,Lisboa
174,1550,2,170.0,Mafra,Lisboa
175,600,1,47.0,Bonfim,Porto
176,1000,2,65.0,Cascais,Lisboa
177,4500,3,170.0,Cascais,Lisboa
178,800,5,178.0,União de Freguesias da cidade de Santarém,Santarém
180,800,1,50.0,Maia,Porto
181,1200,2,89.0,Maia,Porto
182,700,2,78.0,Amadora,Lisboa
183,550,1,57.0,Viseu,Viseu
184,550,3,143.0,Barcelos,Braga
185,600,2,105.0,Viseu,Viseu
186,550,1,56.0,Lordelo do Ouro e Massarelos,Porto
188,1100,2,81.0,Lordelo do Ouro e Massarelos,Porto
189,650,2,89.0,Odivelas,Lisboa
190,850,3,79.0,Bonfim,Porto
191,590,3,123.0,Vila Nova de Gaia,Porto
192,1000,2,80.0,São Domingos de Benfica,Lisboa
193,700,1,50.0,Lumiar,Lisboa
194,600,0,45.0,Cascais,Lisboa
195,1490,3,120.0,Cascais,Lisboa
196,700,1,58.0,Oeiras,Lisboa
197,950,2,80.0,Matosinhos,Porto
198,600,1,40.0,Cascais,Lisboa
199,920,2,94.0,São Nicolau e Vitória,Porto
200,450,3,105.0,Tomar,Santarém
201,1950,4,250.0,Lordelo do Ouro e Massarelos,Porto
202,680,2,74.0,Almada,Setúbal
203,1000,2,80.0,Cascais,Lisboa
204,1250,2,88.15,Foz do Douro e Nevogilde,Porto
205,650,2,101.0,São Victor,Braga
206,680,2,82.0,Odivelas,Lisboa
207,2000,3,130.0,Cascais,Lisboa
208,1500,2,125.0,Parque das Nações,Lisboa
209,900,1,55.0,Parque das Nações,Lisboa
210,650,1,90.0,Lordelo do Ouro e Massarelos,Porto
211,600,2,69.0,Tomar,Santarém
212,1450,4,130.0,Oeiras,Lisboa
213,650,2,85.0,Lordelo do Ouro e Massarelos,Porto
214,450,0,30.0,Bonfim,Porto
215,800,3,115.0,Vila Nova de Gaia,Porto
216,700,3,86.0,Vila Nova de Gaia,Porto
217,600,1,63.0,Vila Nova de Gaia,Porto
218,700,1,68.0,Vila Nova de Gaia,Porto
219,700,2,90.0,Vila Nova de Gaia,Porto
220,795,1,46.51,Estrela,Lisboa
221,1150,2,83.0,Benfica,Lisboa
222,1700,3,120.0,Sintra,Lisboa
223,1300,1,74.5,Cascais,Lisboa
224,1100,3,57.0,Alcântara,Lisboa
225,950,2,57.0,Alcântara,Lisboa
226,800,2,71.0,Santo António,Lisboa
227,900,1,55.0,Cascais,Lisboa
228,800,2,91.3,Ramalde,Porto
229,1300,2,105.0,Santa Cruz,Ilha da Madeira
230,1300,2,93.0,Belém,Lisboa
231,1600,5,160.0,Lourinhã,Lisboa
232,1150,3,127.0,Matosinhos,Porto
233,700,1,56.0,São Nicolau e Vitória,Porto
234,650,1,32.5,Beato,Lisboa
235,550,0,55.0,Sé e Cividade),Braga
236,2750,3,131.0,Oeiras,Lisboa
237,750,2,78.0,Sintra,Lisboa
238,1100,2,80.0,Estrela,Lisboa
239,630,2,58.0,Loures,Lisboa
240,1350,3,140.0,São Domingos de Benfica,Lisboa
241,890,2,75.0,Areeiro,Lisboa
242,1500,2,70.0,Cascais,Lisboa
243,1300,3,122.0,Olivais,Lisboa
244,2000,4,150.0,São Domingos de Benfica,Lisboa
245,750,1,45.8,São Nicolau e Vitória,Porto
246,650,0,43.0,São Nicolau e Vitória,Porto
247,2750,4,228.0,Funchal,Ilha da Madeira
248,750,1,63.0,Cascais,Lisboa
249,2750,3,143.3,Arroios,Lisboa
250,590,0,41.0,Bonfim,Porto
251,850,1,58.0,Lordelo do Ouro e Massarelos,Porto
252,1100,1,43.0,Parque das Nações,Lisboa
253,3600,3,275.0,Marvila,Lisboa
254,750,1,48.0,Lumiar,Lisboa
255,1350,3,140.0,Funchal,Ilha da Madeira
256,550,0,34.0,Bonfim,Porto
257,1500,4,148.0,São Nicolau e Vitória,Porto
258,1500,2,75.0,Cascais,Lisboa
259,650,1,50.0,Santo António dos Olivais,Coimbra
260,875,2,48.0,Ajuda,Lisboa
261,700,5,174.0,Barreira e Cortes,Leiria
262,750,1,42.0,Santo António,Lisboa
263,995,1,102.0,Estrela,Lisboa
264,850,1,65.0,Grândola,Setúbal
265,1000,1,80.0,Santa Maria Maior,Lisboa
266,600,4,97.0,Barreira e Cortes,Leiria
267,650,5,130.0,Barreira e Cortes,Leiria
268,850,3,80.0,Almada,Setúbal
269,1400,3,125.0,São Nicolau e Vitória,Porto
270,1100,2,108.0,Sé e Cividade),Braga
272,1200,4,100.0,Olivais,Lisboa
273,1250,3,121.86,São Domingos de Benfica,Lisboa
274,550,1,45.0,Seixal,Setúbal
275,690,0,41.0,Paranhos,Porto
276,740,1,45.0,São Nicolau e Vitória,Porto
277,1250,2,70.15,Campo de Ourique,Lisboa
278,1850,2,88.2,Cascais,Lisboa
279,850,2,100.0,Cascais,Lisboa
280,2000,1,148.2,Misericórdia,Lisboa
281,2450,4,137.0,Cascais,Lisboa
282,500,2,58.0,Lordelo do Ouro e Massarelos,Porto
283,850,3,89.0,São Victor,Braga
284,2000,5,223.0,Areeiro,Lisboa
285,900,3,108.0,São Nicolau e Vitória,Porto
286,1000,3,115.0,Amadora,Lisboa
287,950,2,53.0,Estrela,Lisboa
288,1100,2,52.0,Santo António,Lisboa
289,950,4,181.82,Tomar,Santarém
290,750,2,59.0,Bonfim,Porto
291,1600,2,100.0,Santo António,Lisboa
292,750,1,47.0,Oeiras,Lisboa
293,800,1,86.0,Braga (São José de São Lázaro e São João do Souto),Braga
294,1600,3,140.0,Ramalde,Porto
295,600,0,31.0,São Nicolau e Vitória,Porto
296,1590,3,180.0,São Nicolau e Vitória,Porto
297,1500,3,76.0,Belém,Lisboa
298,690,0,30.0,Vila Nova de Gaia,Porto
299,1690,4,100.0,Paranhos,Porto
300,1690,4,150.0,São Nicolau e Vitória,Porto
301,1890,5,175.0,São Nicolau e Vitória,Porto
302,1890,5,150.0,São Nicolau e Vitória,Porto
303,1490,3,160.0,São Nicolau e Vitória,Porto
304,650,0,30.0,Vila Nova de Gaia,Porto
305,890,2,60.0,Bonfim,Porto
306,890,2,70.0,Bonfim,Porto
307,890,1,50.0,São Nicolau e Vitória,Porto
308,1890,5,180.0,São Nicolau e Vitória,Porto
309,740,0,30.0,São Nicolau e Vitória,Porto
310,1690,4,180.0,São Nicolau e Vitória,Porto
311,1690,4,160.0,São Nicolau e Vitória,Porto
312,1490,3,125.0,São Nicolau e Vitória,Porto
313,900,1,55.0,São Nicolau e Vitória,Porto
314,1490,3,127.0,São Nicolau e Vitória,Porto
315,690,0,48.0,São Nicolau e Vitória,Porto
316,600,0,32.0,São Nicolau e Vitória,Porto
318,1140,2,70.0,São Nicolau e Vitória,Porto
319,740,0,35.0,São Nicolau e Vitória,Porto
320,1290,2,119.0,Paranhos,Porto
321,690,0,41.0,Bonfim,Porto
322,690,1,50.0,São Nicolau e Vitória,Porto
323,590,0,35.0,São Nicolau e Vitória,Porto
324,1500,2,89.05,Mafra,Lisboa
325,2000,3,140.0,Lumiar,Lisboa
326,2750,4,247.0,São Nicolau e Vitória,Porto
327,650,1,50.0,Beato,Lisboa
328,1350,3,127.0,São Domingos de Benfica,Lisboa
329,565,1,17.0,Olivais,Lisboa
330,1300,1,63.0,Avenidas Novas,Lisboa
331,850,2,86.0,Vila Nova de Gaia,Porto
332,700,1,75.0,Paranhos,Porto
333,1500,1,58.0,Avenidas Novas,Lisboa
334,990,2,70.0,Matosinhos,Porto
335,1350,3,124.0,Faro (Sé e São Pedro),Faro
336,650,1,41.0,Cascais,Lisboa
337,1100,2,90.0,Parque das Nações,Lisboa
338,1250,1,60.0,São Nicolau e Vitória,Porto
339,750,2,95.0,São Nicolau e Vitória,Porto
340,600,0,45.0,Lordelo do Ouro e Massarelos,Porto
341,700,1,74.0,Matosinhos,Porto
342,600,3,121.0,São Victor,Braga
343,3200,4,208.0,Belém,Lisboa
344,850,4,110.0,Lordelo do Ouro e Massarelos,Porto
345,900,1,57.0,Misericórdia,Lisboa
346,1100,3,80.0,Lumiar,Lisboa
347,1600,2,96.0,Oeiras,Lisboa
348,1350,2,98.0,São Domingos de Benfica,Lisboa
349,900,2,58.0,Carnide,Lisboa
350,1350,3,104.0,Arroios,Lisboa
351,700,3,109.0,Glória e Vera Cruz,Aveiro
352,750,1,50.0,Misericórdia,Lisboa
353,1500,3,151.0,Belém,Lisboa
354,1000,2,62.0,São Vicente,Lisboa
355,1200,4,85.0,Areeiro,Lisboa
356,2200,2,204.0,Cascais,Lisboa
357,600,2,72.0,Montijo,Setúbal
358,750,1,115.0,Misericórdia,Lisboa
359,1100,2,76.4,São Nicolau e Vitória,Porto
360,540,2,80.0,Dume e Semelhe,Braga
361,600,2,90.0,Dume e Semelhe,Braga
362,675,2,108.0,Dume e Semelhe,Braga
363,1000,2,82.0,Sintra,Lisboa
364,750,1,75.0,Paranhos,Porto
365,2950,8,264.0,Avenidas Novas,Lisboa
366,1300,2,140.0,Matosinhos,Porto
367,1250,3,94.0,Benfica,Lisboa
368,1400,3,75.0,Carnide,Lisboa
369,750,3,138.0,Ramalde,Porto
370,800,1,45.0,Arroios,Lisboa
371,1500,4,138.0,Alvalade,Lisboa
372,1000,2,55.0,Misericórdia,Lisboa
373,2200,3,140.0,São Domingos de Benfica,Lisboa
374,1750,3,79.0,Marvila,Lisboa
375,550,2,79.0,Santa Cruz,Ilha da Madeira
376,650,1,35.0,Cascais,Lisboa
377,950,0,41.0,Santa Maria Maior,Lisboa
378,1300,2,85.0,Cascais,Lisboa
379,650,2,85.0,Loures,Lisboa
380,1300,3,153.0,Lordelo do Ouro e Massarelos,Porto
381,1100,1,61.0,São Nicolau e Vitória,Porto
382,1400,2,117.0,Ramalde,Porto
383,600,1,55.0,Oeiras,Lisboa
384,3100,2,111.4,Santo António,Lisboa
385,450,1,56.0,Guimarães,Braga
386,1100,2,109.0,Ramalde,Porto
387,500,1,43.0,Aradas,Aveiro
388,875,3,91.0,Lordelo do Ouro e Massarelos,Porto
389,580,1,50.0,Almada,Setúbal
390,1500,3,116.0,Cascais,Lisboa
391,750,2,86.0,Glória e Vera Cruz,Aveiro
392,550,1,30.0,Cascais,Lisboa
393,600,1,42.0,Lordelo do Ouro e Massarelos,Porto
394,525,1,45.0,Vila Nova de Gaia,Porto
395,450,1,60.0,Glória e Vera Cruz,Aveiro
396,500,1,55.0,Glória e Vera Cruz,Aveiro
397,1000,1,60.0,Areeiro,Lisboa
398,1800,2,100.0,Santa Maria Maior,Lisboa
399,1050,2,84.0,Oeiras,Lisboa
400,950,3,85.0,Cascais,Lisboa
402,475,1,70.0,Santo António dos Olivais,Coimbra
403,650,2,78.0,Barreiro,Setúbal
404,750,1,53.0,Arroios,Lisboa
405,900,2,67.0,São Vicente,Lisboa
406,700,1,64.0,São Nicolau e Vitória,Porto
407,850,1,42.5,Misericórdia,Lisboa
409,2500,3,150.0,Avenidas Novas,Lisboa
410,1200,2,61.0,Santa Maria Maior,Lisboa
411,1350,3,80.0,São Domingos de Benfica,Lisboa
413,2850,2,175.0,Santa Maria Maior,Lisboa
414,1500,0,50.0,Misericórdia,Lisboa
415,750,2,55.75,Benfica,Lisboa
416,1000,1,65.0,Olivais,Lisboa
417,900,2,72.0,São Vicente,Lisboa
418,800,1,52.0,Arroios,Lisboa
419,2000,3,90.0,Cascais,Lisboa
420,1100,1,79.0,Alvalade,Lisboa
421,790,2,51.0,Campo de Ourique,Lisboa
422,800,2,55.0,Oeiras,Lisboa
423,800,1,51.0,Campo de Ourique,Lisboa
424,1400,2,89.0,Cascais,Lisboa
425,1800,2,100.0,Oeiras,Lisboa
426,3700,3,160.0,Cascais,Lisboa
427,1950,8,190.0,Arroios,Lisboa
428,1650,2,116.0,Benfica,Lisboa
429,1400,2,110.0,Santa Maria Maior,Lisboa
430,3100,5,182.42,Campo de Ourique,Lisboa
431,1200,2,68.0,Campo de Ourique,Lisboa
432,950,2,66.0,Penha de França,Lisboa
433,600,2,64.0,Barreiro,Setúbal
434,1975,2,113.0,Avenidas Novas,Lisboa
435,3100,3,156.0,Alvalade,Lisboa
436,1150,3,121.5,Areeiro,Lisboa
437,800,3,115.0,Ramalde,Porto
438,1075,2,70.0,Oeiras,Lisboa
439,2500,3,140.0,São Domingos de Benfica,Lisboa
440,780,3,99.0,Alcochete,Setúbal
441,850,2,85.0,Cascais,Lisboa
442,2000,3,141.0,Almada,Setúbal
443,1300,2,52.0,Estrela,Lisboa
444,1550,3,95.0,Lumiar,Lisboa
445,600,2,90.0,Portimão,Faro
446,1200,2,70.45,Oeiras,Lisboa
447,690,2,60.0,Odivelas,Lisboa
448,540,1,60.0,Vila Nova de Gaia,Porto
449,5250,5,283.69,Cascais,Lisboa
450,550,1,42.0,Campanhã,Porto
451,650,2,90.0,Glória e Vera Cruz,Aveiro
452,650,3,102.0,Santo António dos Olivais,Coimbra
453,950,3,63.0,Estrela,Lisboa
454,1100,3,120.0,São Sebastião,Setúbal
455,1100,2,85.0,Misericórdia,Lisboa
456,1900,4,172.0,Areeiro,Lisboa
457,900,1,65.0,Lumiar,Lisboa
458,1150,3,142.0,Amadora,Lisboa
459,1600,5,175.0,Ramalde,Porto
460,590,1,33.0,Glória e Vera Cruz,Aveiro
461,650,1,42.0,Glória e Vera Cruz,Aveiro
462,500,0,42.0,Ramalde,Porto
463,1150,1,65.0,Misericórdia,Lisboa
464,650,1,40.0,Matosinhos,Porto
465,1290,3,100.0,Lumiar,Lisboa
466,1290,3,110.0,Lumiar,Lisboa
467,550,0,36.0,Glória e Vera Cruz,Aveiro
468,750,3,77.0,Amadora,Lisboa
469,1600,5,130.0,Santo António,Lisboa
470,750,1,45.0,Cascais,Lisboa
471,750,2,92.0,Loures,Lisboa
472,1600,3,108.0,Arroios,Lisboa
473,850,1,73.0,Parque das Nações,Lisboa
474,1050,2,77.0,Parque das Nações,Lisboa
475,690,1,34.0,Paranhos,Porto
476,1350,1,62.0,Santa Maria Maior,Lisboa
477,1500,3,90.0,São Domingos de Benfica,Lisboa
478,450,0,26.0,Campanhã,Porto
479,3500,4,200.0,Alvalade,Lisboa
480,950,4,108.0,Marvila,Lisboa
481,950,2,43.0,Campo de Ourique,Lisboa
482,1100,2,56.0,Campo de Ourique,Lisboa
483,3000,2,150.0,Avenidas Novas,Lisboa
484,1050,1,55.0,Areeiro,Lisboa
485,1290,2,70.0,Campo de Ourique,Lisboa
486,1399,4,141.0,Areeiro,Lisboa
487,1450,2,100.0,Santo António,Lisboa
488,1500,2,158.0,Campo de Ourique,Lisboa
489,1350,2,79.0,Campo de Ourique,Lisboa
490,1600,3,105.0,Santa Maria Maior,Lisboa
491,2800,2,118.0,Misericórdia,Lisboa
492,2950,3,162.0,Areeiro,Lisboa
493,1150,2,78.0,Areeiro,Lisboa
494,850,2,67.0,Cascais,Lisboa
495,2200,1,75.0,Cascais,Lisboa
496,1000,2,68.0,Santa Maria Maior,Lisboa
497,900,1,65.0,Oeiras,Lisboa
498,1050,1,57.5,Estrela,Lisboa
499,850,3,82.0,Matosinhos,Porto
500,1300,2,94.0,Cascais,Lisboa
501,1890,5,145.0,Bonfim,Porto
502,600,1,55.0,Vila Nova de Gaia,Porto
503,750,2,90.0,Sintra,Lisboa
504,900,3,120.0,São Nicolau e Vitória,Porto
505,680,2,60.0,Bonfim,Porto
506,5000,3,250.0,Avenidas Novas,Lisboa
507,1450,5,120.0,Beato,Lisboa
508,750,2,65.0,Amadora,Lisboa
509,575,1,49.0,São Nicolau e Vitória,Porto
510,4750,3,200.0,Cascais,Lisboa
511,1300,2,100.0,Estrela,Lisboa
512,750,2,98.0,Bonfim,Porto
513,2500,1,72.0,Avenidas Novas,Lisboa
514,1400,3,138.0,Oeiras,Lisboa
515,599,1,43.0,Braga (São José de São Lázaro e São João do Souto),Braga
516,1000,2,53.0,Avenidas Novas,Lisboa
517,1000,2,103.0,Santa Clara,Lisboa
518,850,1,45.0,Campo de Ourique,Lisboa
519,1300,3,116.0,Santa Clara,Lisboa
520,1250,2,80.0,Oeiras,Lisboa
521,800,1,40.0,Belém,Lisboa
522,1250,3,85.0,Alvalade,Lisboa
523,2800,3,102.0,Cascais,Lisboa
524,649,1,55.0,Braga (São José de São Lázaro e São João do Souto),Braga
525,1000,1,60.0,Estrela,Lisboa
526,1490,2,90.0,Parque das Nações,Lisboa
527,1300,2,96.0,Lumiar,Lisboa
528,1000,1,50.0,Campolide,Lisboa
529,1500,2,78.0,São Vicente,Lisboa
531,1100,2,70.0,Campo de Ourique,Lisboa
532,950,0,40.0,Campolide,Lisboa
533,750,1,62.0,Vila Nova de Gaia,Porto
534,950,1,80.0,Cascais,Lisboa
535,700,3,135.0,Gualtar,Braga
536,750,1,50.0,São Domingos de Benfica,Lisboa
537,570,1,66.0,Sintra,Lisboa
538,700,2,124.0,Mafra,Lisboa
539,1100,2,81.0,Lumiar,Lisboa
540,2000,2,150.59,Oeiras,Lisboa
541,1400,3,97.0,Cascais,Lisboa
542,1900,2,120.0,Avenidas Novas,Lisboa
544,2900,3,272.0,Sintra,Lisboa
545,1600,2,115.0,Sintra,Lisboa
546,1500,2,115.0,Sintra,Lisboa
547,2700,3,272.0,Sintra,Lisboa
548,900,2,70.0,Cascais,Lisboa
549,5500,4,254.0,Misericórdia,Lisboa
550,675,2,100.0,Maia,Porto
551,1400,1,72.94,Santo António,Lisboa
552,1300,4,204.0,Vila Nova de Gaia,Porto
553,1400,3,88.0,Santo António,Lisboa
554,10000,6,559.0,Avenidas Novas,Lisboa
555,750,2,107.0,Matosinhos,Porto
556,990,2,84.0,Oeiras,Lisboa
557,990,1,48.0,Santo António,Lisboa
558,950,2,89.0,Portimão,Faro
560,650,0,46.0,Cascais,Lisboa
561,550,0,56.0,Matosinhos,Porto
562,650,1,60.0,Loures,Lisboa
563,1150,1,66.0,Cascais,Lisboa
564,800,3,98.28,Tavira,Faro
565,1150,2,75.0,Avenidas Novas,Lisboa
566,2000,3,191.0,Loulé,Faro
567,6500,3,188.0,Cascais,Lisboa
568,5200,3,140.2,Santa Maria Maior,Lisboa
569,5000,3,205.0,Cascais,Lisboa
570,1200,3,120.0,Almada,Setúbal
571,2000,2,84.0,Santa Maria Maior,Lisboa
572,1100,2,86.0,São Domingos de Benfica,Lisboa
573,1300,2,119.0,Cascais,Lisboa
574,1300,3,100.0,Santo António,Lisboa
575,4500,4,480.0,Misericórdia,Lisboa
576,925,1,56.0,Arroios,Lisboa
577,5000,3,189.0,Cascais,Lisboa
578,2000,1,116.0,Cascais,Lisboa
579,4000,3,183.0,Campo de Ourique,Lisboa
580,1125,3,85.0,Campo de Ourique,Lisboa
581,925,1,73.0,Arroios,Lisboa
582,1125,1,81.0,Campo de Ourique,Lisboa
583,1125,1,75.0,Belém,Lisboa
584,900,2,65.0,Belém,Lisboa
585,3750,5,200.0,Avenidas Novas,Lisboa
586,3800,2,145.68,Misericórdia,Lisboa
587,1100,2,89.1,Belém,Lisboa
588,800,0,44.0,Santo António,Lisboa
589,1100,1,44.0,Santo António,Lisboa
590,1150,1,74.0,Santo António,Lisboa
591,1650,3,137.0,São Domingos de Benfica,Lisboa
593,790,2,62.0,Olivais,Lisboa
594,1650,1,103.22,Arroios,Lisboa
595,1900,3,132.62,Ajuda,Lisboa
596,2500,3,151.6,Benfica,Lisboa
597,750,1,49.0,São Nicolau e Vitória,Porto
598,1980,2,108.0,Arroios,Lisboa
599,550,2,61.0,Moita,Setúbal
600,900,2,90.0,Loures,Lisboa
601,1900,2,104.1,Avenidas Novas,Lisboa
602,1800,2,129.0,Avenidas Novas,Lisboa
603,1400,5,200.0,Vila Nova de Gaia,Porto
604,1700,2,146.0,Belém,Lisboa
605,1100,2,72.0,Cascais,Lisboa
606,825,2,60.0,Cascais,Lisboa
608,800,1,57.0,Arroios,Lisboa
609,3600,3,267.0,Campo de Ourique,Lisboa
610,1550,3,144.0,Areeiro,Lisboa
611,780,1,57.0,Penha de França,Lisboa
612,1375,2,81.0,Matosinhos,Porto
613,850,2,90.0,Almada,Setúbal
614,2300,5,190.0,Parque das Nações,Lisboa
615,800,2,91.0,Ramalde,Porto
616,1200,2,77.0,Cascais,Lisboa
617,1350,2,98.0,Cascais,Lisboa
618,950,2,75.0,Cascais,Lisboa
619,1250,2,94.5,São Domingos de Benfica,Lisboa
620,1380,2,79.0,Parque das Nações,Lisboa
621,900,4,95.0,Campolide,Lisboa
622,650,1,55.6,Bonfim,Porto
623,650,1,50.0,Loures,Lisboa
624,1700,3,164.5,Ramalde,Porto
625,785,1,64.0,Oeiras,Lisboa
626,850,2,100.0,Ramalde,Porto
627,1600,2,87.25,Santo António,Lisboa
628,550,3,90.0,União de Freguesias da cidade de Santarém,Santarém
629,850,2,87.5,Ramalde,Porto
630,2490,2,90.0,Cascais,Lisboa
631,1100,4,110.0,Santo António,Lisboa
632,1000,1,58.0,Santa Maria Maior,Lisboa
633,1000,1,54.0,Santa Maria Maior,Lisboa
634,3000,3,197.64,Santo António,Lisboa
635,2000,2,120.32,Santo António,Lisboa
636,2300,2,122.0,Santo António,Lisboa
637,780,1,39.0,Cascais,Lisboa
638,700,1,60.0,Belém,Lisboa
639,1100,1,59.0,São Nicolau e Vitória,Porto
640,1050,3,99.0,Bonfim,Porto
641,3750,5,175.0,Avenidas Novas,Lisboa
642,1000,1,58.0,Cascais,Lisboa
643,1200,1,68.0,Parque das Nações,Lisboa
644,1200,3,109.0,Lordelo do Ouro e Massarelos,Porto
645,1075,2,68.55,Campo de Ourique,Lisboa
